ID,SubscriptionId,BillingStartDate,BillingEndDate,Status,PaymentGatewayStatus,Amount
725,1613,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
726,1618,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
727,1619,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
728,1620,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
729,1615,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
730,1617,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
731,1616,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
732,1614,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
733,1621,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
734,1627,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
735,1631,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
736,1622,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
737,1626,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
738,1624,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
739,1628,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
740,1630,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
741,1625,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
742,1623,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
743,1629,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
744,1632,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
745,1633,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
746,1634,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
747,1636,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
748,1635,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
749,1637,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
750,1638,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
751,1639,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
752,1640,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,,14.00
753,1641,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,,14.00
754,1642,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
755,1644,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
756,1643,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
757,1645,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
758,1647,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
759,1649,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
760,1648,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
761,1646,2025-02-22 00:00:00.000,2025-04-21 00:00:00.000,Complete,,0.00
762,1650,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
763,1654,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
764,1651,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
765,1656,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
766,1655,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
767,1652,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
768,1653,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
769,1657,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
770,1659,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
771,1658,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
772,1666,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
773,1664,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
774,1665,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
775,1663,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
776,1660,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
777,1667,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
778,1668,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
779,1661,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
780,1662,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
781,1669,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
782,1677,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
783,1676,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
784,1678,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
785,1671,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
786,1674,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
787,1673,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
788,1670,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
789,1672,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
790,1675,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
791,1679,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
792,1682,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
793,1681,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
794,1680,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
795,1684,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
796,1683,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
797,1687,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
798,1686,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
799,1685,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,0.00
800,1688,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,,12.00
801,1689,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,,12.00
802,1690,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
803,1691,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
804,1692,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
805,1693,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
806,1694,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
807,1695,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,,12.00
808,1696,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,,12.00
809,1697,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
810,1698,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
811,1700,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
812,1699,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
813,1701,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
814,1703,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
815,1702,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
816,1705,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
817,1704,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
818,1706,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,,19.70
819,1708,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
820,1707,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
821,1709,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
822,1710,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
823,1712,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
824,1711,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
825,1714,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
826,1713,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
827,1717,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
828,1719,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
829,1718,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
830,1716,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
831,1715,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,19.70
832,1723,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,33.00
833,1725,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,33.00
834,1724,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,33.00
835,1720,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,33.00
836,1722,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,33.00
837,1721,2025-02-22 00:00:00.000,2025-03-21 00:00:00.000,Complete,Success,33.00
838,1726,2025-02-22 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,12.00
839,1727,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,Success,12.00
840,1728,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,Success,12.00
841,1729,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,Success,12.00
842,1730,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,Success,12.00
843,1731,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,Success,12.00
844,1734,2025-02-22 00:00:00.000,2025-02-22 00:00:00.000,Complete,Success,12.00
845,1738,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,,14.00
846,1740,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,,12.00
847,1734,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,12.00
848,1735,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,12.00
849,1736,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,,14.00
850,1573,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,20.00
851,1739,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,12.00
852,1731,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,12.00
853,1730,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,Success,12.00
854,1737,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,Complete,,12.00
855,1730,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
856,1734,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
857,1741,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
858,1733,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
859,1731,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
860,1732,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
861,1743,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
862,1742,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
863,1744,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,20.00
864,1745,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
865,1746,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
866,1748,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
867,1747,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
868,1750,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
869,1754,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
870,1751,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
871,1753,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
872,1752,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
873,1749,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
874,1758,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
875,1756,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
876,1757,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
877,1755,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
878,1760,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,30.00
879,1763,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
880,1762,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
881,1765,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
882,1767,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
883,1764,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
884,1766,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
885,1769,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
886,1768,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
887,1761,2025-02-24 00:00:00.000,9999-12-31 00:00:00.000,Active,Success,12.00
888,1759,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,17.00
889,1770,2025-02-24 00:00:00.000,9999-12-31 00:00:00.000,Active,Success,12.00
890,1773,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
891,1771,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
892,1772,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
893,1774,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
894,1775,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
895,1777,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
896,1776,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
897,1778,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
898,1781,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
899,1779,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
900,1782,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
901,1780,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
902,1785,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
903,1786,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
904,1788,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
905,1790,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
906,1787,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
907,1791,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
908,1789,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
909,1792,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
910,1794,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
911,1793,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
912,1795,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
913,1797,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
914,1799,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
915,1798,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
916,1796,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
917,1805,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
918,1802,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
919,1800,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
920,1804,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
921,1807,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
922,1809,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
923,1808,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
924,1803,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
925,1806,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
926,1801,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
927,1810,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
928,1811,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
929,1812,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
930,1814,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
931,1813,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
932,1815,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
933,1816,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
934,1817,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
935,1818,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
936,1820,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
937,1819,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
938,1821,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
939,1823,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
940,1822,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
941,1824,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
942,1825,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
943,1826,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
944,1783,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,33.00
945,1829,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
946,1827,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
947,1828,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
948,1830,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
949,1831,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
950,1784,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,33.00
951,1833,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
952,1832,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
953,1834,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
954,1836,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
955,1835,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,33.00
956,1838,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
957,1839,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
958,1837,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
959,1840,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
960,1841,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
961,1842,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
962,1844,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
963,1845,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
964,1846,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
965,1843,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
966,1847,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
967,1848,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
968,1849,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
969,1850,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
970,1851,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
971,1853,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
972,1854,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
973,1852,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
974,1856,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
975,1857,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
976,1859,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
977,1855,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
978,1860,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
979,1858,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
980,1861,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
981,1863,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
982,1862,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
983,1864,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,17.00
984,1865,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,17.00
985,1866,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,17.00
986,1867,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,,0.00
987,1868,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,,112.00
988,1869,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,,100.00
989,1870,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,,135.00
990,1872,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
991,1871,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
992,1873,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,,135.00
993,1874,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
994,1875,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
995,1876,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
996,1877,2025-02-24 00:00:00.000,2025-04-23 00:00:00.000,Complete,,0.00
997,1879,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
998,1878,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
999,1881,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
1000,1882,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
1001,1880,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
1002,1883,2025-02-24 00:00:00.000,2025-03-23 00:00:00.000,Complete,Success,40.00
1003,1884,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1004,1885,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1005,1886,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1006,1888,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1007,1887,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1008,1890,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1009,1891,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1010,1889,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,Complete,Success,12.00
1011,1892,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1012,1897,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1013,1894,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1014,1895,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1015,1896,2025-02-25 00:00:00.000,2025-03-03 00:00:00.000,Complete,Success,0.00
1016,1893,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1017,1906,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1018,1902,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1019,1899,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1020,1907,2025-02-25 00:00:00.000,2025-02-25 06:12:27.443,Cancelled,,0.00
1021,1898,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1022,1901,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1023,1905,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1024,1900,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1025,1904,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1026,1903,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1027,1910,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1028,1908,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1029,1909,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1030,1911,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1031,1912,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,12.00
1032,1913,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,Success,30.00
1033,1914,2025-02-25 00:00:00.000,2025-02-25 05:45:21.990,Cancelled,Success,30.00
1034,1915,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,Complete,,0.00
1035,1916,2025-02-25 00:00:00.000,2025-03-24 00:00:00.000,Complete,,0.00
1036,1918,2025-02-25 00:00:00.000,2025-04-24 00:00:00.000,Complete,,0.00
